idx,en,vn,word_type,word_type_vn
27156,bonelet,"xương bé, tiểu cốt",n,danh từ
27157,boot,"giày ủng, bao",n,danh từ
27158,borate,borat,n,danh từ
27159,borated,borat (chứa),a,tính từ
27160,borax,hàn the,n,danh từ
27161,borborygmus,sôi bụng,n,danh từ
27162,border,"bờ, rìa",n,danh từ
27163,borderline,ranh giới,n,danh từ
27164,borism,ngộ độc bo,n,danh từ
27165,boron,bo,n,danh từ
27166,Borrelia,Borrelia,n,danh từ
27167,borreliosis,nhiễm borrelia,n,danh từ
27168,boss,ụ. lồi,n,danh từ
27169,bosselated,"u (có), bướu (có)",a,tính từ
27170,bot,ấu trùng ruồi giòi,n,danh từ
27171,botanic,thực vật học,a,tính từ
27172,botany,thực vật học,n,danh từ
27173,botfly,ruồi trâu?,n,danh từ
27174,bothridium,mồm ngoạm,n,danh từ
27175,bothriocephaliasis,"sán bothriocephalus , sán diphyllobothrium ",n,danh từ
27176,Bothriocephalus,bothriocephalus  (sán),n,danh từ
27177,bothrium,"mồm hút, hấp khẩu ",n,danh từ
27178,botryoid,dạng chùm,a,tính từ
27179,botrytimycosis,"nấm mạng nhện , nấm Botrytis ",n,danh từ
27180,botuliform,"dạng xúc xích, dạng dồi",a,tính từ
27181,botulin,"botulin, độc tố botulinum",n,danh từ
27182,botulinal,Clostridium botulinum ;  botulin,a,tính từ
27183,botulinogenic,botulin (sinh); botulin (chứa),a,tính từ
27184,botulism,ngộ độc thịt (Clostridium botulinum),n,danh từ
27185,botulismotoxin,"botulin, độc tố botulinum",n,danh từ
27186,bouillon,canh thang,n,danh từ
27187,boulimia,"tham thực, ăn vô độ ",n,danh từ
27188,bound,"liên kết, ghép",a,tính từ
27189,bouquet,bó,n,danh từ
27190,bout,cơn,n,danh từ
27191,bouton,mụn,n,danh từ
27192,boutonneuse,sốt nổi mụn Địa Trung Hải,n,danh từ
27193,bovine,bò,a,tính từ
27194,bowel,ruột,n,danh từ
27195,bowleg,gối cong lõm trong (dị tật),n,danh từ
27196,box,hộp,n,danh từ
27197,boxing,bao khuôn,n,danh từ
27198,box-note,tiếng gõ hộp (nghe khi gõ khí thũng phổi),n,danh từ
27199,brace,"nẹp, dụng cụ chỉnh hình",n,danh từ
27200,bracelet,vòng cổ tay,n,danh từ
27201,brachial,cánh tay,a,tính từ
27202,brachialgia,đau cánh tay,n,danh từ
27203,brachiation,"đánh đu bằng tay, di chuyển bằng tay ",n,danh từ
27204,brachiocephalic,cánh tay-đầu,a,tính từ
27205,brachiocrural,cánh tay-đùi,a,tính từ
27206,brachiocubital,cánh tay-trụ,a,tính từ
27207,brachiofaciolingual,cánh tay-mặt-lưỡi,n,danh từ
27208,brachy-,"ngắn, đoản",pref.,tiền tố
27209,brachybasia,lê bước ngắn,n,danh từ
27210,brachycardia,chậm nhịp tim  ,n,danh từ
27211,brachychronic,cấp tính,a,tính từ
27212,"brachycranic,  brachycranial",ngắn sọ,a,tính từ
27213,brachydactyly,ngắn ngón (dị tật) ,n,danh từ
27214,brachyesophagus,ngắn thực quản (dị tật),n,danh từ
27215,brachyfacial,ngắn mặt,a,tính từ
27216,brachykerkic,ngắn cẳng tay,a,tính từ
27217,brachyknemic,ngắn cẳng chân,a,tính từ
27218,brachymetapody,ngắn xương bàn tay (hoặc bàn chân) (dị tật),n,danh từ
27219,brachymetatarsia,ngắn xương bàn chân (dị tật),n,danh từ
27220,brachymorphic,"đoản tướng , lùn người ",a,tính từ
27221,brachyphalangia,ngắn đốt (dị tật),n,danh từ
27222,brachyskelous,ngắn chân,a,tính từ
27223,brachystaphyline,ngắn vòm miệng,a,tính từ
27224,brachystasis,ngắn chùn cơ,n,danh từ
27225,brachytherapy,liệu pháp tia phóng xạ để gần,n,danh từ
27226,brachyuranic,hẹp hàm trên ,a,tính từ
27227,bracing,cố định chỉnh hình . 2. ghì ngang  (RHM) ,n,danh từ
27228,brady-,"chậm,  hoãn",pref.,tiền tố
27229,bradyacusia,ngễnh ngãng,n,danh từ
27230,bradyarrhythmia,loạn nhịp chậm,n,danh từ
27231,bradyauxesis,chậm phát triển tương đối,n,danh từ
27232,bradycardia,chậm nhịp tim ,n,danh từ
27233,bradycrotic,mạch chậm,a,tính từ
27234,bradydiastole,tâm trương chậm,n,danh từ
27235,bradydysrhythmia,loạn nhịp chậm,n,danh từ
27236,bradyecoia,"nặng tai, điếc một phần",n,danh từ
27237,bradyesthesia,chậm tri giác  ,n,danh từ
27238,bradygenesis,chậm phát triển  (phôi),n,danh từ
27239,bradyglossia,phát âm chậm,n,danh từ
27240,bradykinesia,vận động chậm ,n,danh từ
27241,bradykinin,bradykinin ,n,danh từ
27242,bradylalia,phát âm chậm,n,danh từ
27243,bradylexia,đọc chậm,n,danh từ
27244,bradylogia,"lập ý chậm , mạch suy nghĩ chậm",n,danh từ
27245,bradymenorrhea,kinh nguyệt kéo dài,n,danh từ
27246,bradyphasia,nói chậm,n,danh từ
27247,bradyphrenia,"chậm tư duy , trí lực trì độn ",n,danh từ
27248,bradypnea,nhịp thở chậm,n,danh từ
27249,bradypragia,hành động chậm,n,danh từ
27250,bradyspermatism,xuất tinh chậm,m,m
27251,bradysphygmia,mạch chậm,n,danh từ
27252,bradystalsis,nhu động chậm,n,danh từ
27253,bradytachycardia,nhịp tim chậm nhanh,n,danh từ
27254,bradytocia,"cuộc đẻ chậm, trệ sản [[trệ sản]]",n,danh từ
27255,bradyuria,tiểu tiện chậm,n,danh từ
27256,bradyzoite,toxoplasma dạng phát triển chậm(nang hóa trong mô),n,danh từ
27257,braidism,thôi miên,n,danh từ
27258,braille,chữ người mù,n,danh từ
27259,brain,não,n,danh từ
27260,brain stem,thân não,n,danh từ
27261,brainwashing,tẩy não,n,danh từ
27262,bran,cám,n,danh từ
27263,branch,"cành, nhánh",n,danh từ
27264,branching,phân nhánh,a,tính từ
27265,branchioma,u mang,n,danh từ
27266,branchiomerism,phân đoạn mang,n,danh từ
27267,brash,ợ nóng,n,danh từ
27268,breadth,"hơi thở, hô hấp",n,danh từ
27269,break,gãy; ngắt,v.n,v.n
27270,breath,hơi thở,n,danh từ
27271,breathing,"hô hấp, thở ",n,danh từ
27272,bredouillement,ấp úng,n,danh từ
27273,breech,mông,n,danh từ
27274,bregmatodymia,liên thai dính thóp trước,n,danh từ
27275,brei,cơm (quả),n,danh từ
27276,bremsstrahlung,"hãm, bức xạ hãm",n,danh từ
27277,brephic,"tiền thành trùng, thiếu trùng ; non [[tảo kỳ]]",a,tính từ
27278,brephoplastic,"hình thành từ mô phôi, hình thành trong kỳ phôi thai",a,tính từ
27279,brephotrophic,dinh dưỡng trẻ thơ,a,tính từ
27280,brevi-,"ngắn, đoản",pref.,tiền tố
27281,brevicollis,ngắn cổ,n,danh từ
27282,bridgework,cầu răng gắn,n,danh từ
27283,bridou,chốc mép,n,danh từ
27284,brightic,viêm thận-tiểu cầu ; viêm thận-tiểu cầu (người),"n,a","danh từ, tính từ"
27285,brightism,"viêm thận mạn, bệnh Bright ",n,danh từ
27286,brim,eo trên,n,danh từ
27287,brisement,"bẻ lìa, tách lìa  (trong cứng khớp)",n,danh từ
27289,bromato-,thực phẩm,pref.,tiền tố
27290,bromatology,"ẩm thực học, thực phẩm học",n,danh từ
27291,bromatotherapy,ẩm thực liệu pháp ,n,danh từ
27292,bromatoxism,ngộ độc thực phẩm,n,danh từ
27293,bromic,brom,a,tính từ
27294,bromide,bromur,n,danh từ
27295,brominated,"brom hóa, brom (chứa, gia)",a,tính từ
27296,bromine,brom,n,danh từ
27297,bromization,brom hóa ; sử dụng bromur liều cao,n,danh từ
27298,bromized,"brom hóa, ảnh hưởng bromur",a,tính từ
27299,bromoderma,bệnh da do brom,n,danh từ
27300,bromoiodism,ngộ độc brom-iot,n,danh từ
27301,bromomania,loạn thần do nhiễm brom,n,danh từ
27302,bromomenorrhea,kinh nguyệt hôi,n,danh từ
27303,bromopnea,"hơi thở hôi, hôi miệng",n,danh từ
27304,bromum,brom,n,danh từ
27305,bromurated,"brom hóa, brom (chứa, gia)",a,tính từ
27306,bromuret,bromur,n,danh từ
27307,bronchadenitis,viêm hạch phế quản,n,danh từ
27308,bronchial,phế quản,a,tính từ
27309,bronchiarctia,hẹp phế quản,n,danh từ
27310,bronchiloquy,tiếng vang phế quản,n,danh từ
27311,bronchiocele,giãn tiểu phế quản,n,danh từ
27312,bronchiocrisis,cơn khó thở tabet,n,danh từ
27313,bronchiole,tiểu phế quản,n,danh từ
27314,bronchiolectasis,giãn tiểu phế quản,n,danh từ
27315,bronchiolitis,viêm tiểu phế quản,n,danh từ
27316,bronchiolus,tiểu phế quản,n,danh từ
27317,bronchiostenosis,hẹp phế quản,n,danh từ
27318,bronchium,nhánh phế quản,n,danh từ
27319,bronchoalveolar,phế quản-phế nang,a,tính từ
27320,bronchoalveolitis,"phế quản-phế viêm, viêm phế quản-phổi",n,danh từ
27321,bronchoaspergillosis,bệnh phế quản do nấm Aspergillus,n,danh từ
27322,bronchoblastomycosis,bệnh phổi do nấm blastomyces (ở bắc Mỹ),n,danh từ
27323,bronchoblennorrhea,viêm phế quản tràn mủ,n,danh từ
27324,bronchocandidiasis,bệnh phế quản do nấm Candida ,n,danh từ
27325,bronchocavernous,phế quản-hang,a,tính từ
27326,bronchocele,túi giãn phế quản,n,danh từ
27327,bronchoclysis,nhỏ thuốc phế quản,n,danh từ
27328,bronchoconstriction,co phế quản,n,danh từ
27329,bronchoegophony,tiếng vang dê phế quản,n,danh từ
27330,bronchoesophageal,phế quản-thực quản,a,tính từ
27331,bronchoesophagology,bệnh học khí-phế-thực quản,n,danh từ
27332,bronchoesophagoscopy,soi phế-thực quản,n,danh từ
27333,bronchofiberscope,nội soi sợi phế quản (máy đo),n,danh từ
27334,bronchogenic,"do phế quản, từ phế quản",a,tính từ
27335,bronchogram,chụp phế quản (hình ảnh),n,danh từ
27336,broncholith,sỏi phế quản,n,danh từ
27337,broncholithiasis,sỏi phế quản,n,danh từ
27338,bronchomalacia,nhuyễn phế quản,n,danh từ
27339,bronchomotor,vận phế quản,a,tính từ
27340,bronchomucotropic,kích tăng tiết phế quản,a,tính từ
27341,bronchomycosis,"bệnh nấm phế quản, viêm phế quản nấm",n,danh từ
27342,bronchonocardiosis,bệnh Nocardia phế quản,n,danh từ
27343,bronchopancreatic,phế quản-tụy,a,tính từ
27344,bronchopathy,bệnh phế quản,n,danh từ
27345,bronchophony,tiếng vang phế quản,n,danh từ
27346,bronchoplasty,tạo hình phế quản,n,danh từ
27347,bronchoplegia,liệt phế quản,n,danh từ
27348,bronchopleural,phế quản-màng phổi,a,tính từ
27349,bronchopleuropneumonia,viêm phế quản-màng phổi-phổi,n,danh từ
27350,bronchopneumopathy,bệnh phế quản-phổi,n,danh từ
27351,bronchopulmonary,phế quản-phổi,a,tính từ
27352,bronchoradiography,chụp phế quản,n,danh từ
27353,bronchorrhagia,xuất huyết phế quản,n,danh từ
27354,bronchorrhaphy,khâu phế quản,n,danh từ
27355,bronchorrhea,đa tiết phế quản,n,danh từ
27356,bronchoscope,ống soi phế quản,n,danh từ
27357,bronchoscopic,ống soi phế quản  ; soi phế quản,a,tính từ
27358,bronchoscopy,soi phế quản,n,danh từ
27359,bronchosinusitis,viêm phế quản-xoang mũi,n,danh từ
27360,bronchospasm,co thắt phế quản,n,danh từ
27361,bronchospirochetosis,bệnh xoắn khuẩn phế quản-phổi,n,danh từ
27362,bronchospirography,phế quản phế dung ký ,n,danh từ
27363,bronchospirometer,phế quản phế dung kế,n,danh từ
27364,bronchospirometry,đo phế quản phế dung ,n,danh từ
27365,bronchostaxis,chảy máu thành phế quản ,n,danh từ
27366,bronchostenosis,hẹp phế quản,n,danh từ
27367,bronchostomy,mở thông phế quản,n,danh từ
27368,bronchotome,dao mở phế quản ,n,danh từ
27369,bronchotomy,mở phế quản,n,danh từ
27370,bronchotracheal,phế-khí quản,a,tính từ
27371,bronchovesicular,phế quản-phế nang,a,tính từ
27372,bronchus,phế quản,n,danh từ
27373,brontophobia,sợ sấm sét (ám),n,danh từ
27374,broth,"canh, canh thang",n,danh từ
27375,brown,nâu (màu),n,danh từ
27376,brucellosis,bệnh Brucella,n,danh từ
27377,bruise,"đụng dập, tím bầm",n,danh từ
27378,bruit,"tiếng, tiếng động",n,danh từ
27379,brush,"bàn chải, bút lông",n,danh từ
27380,brux,nghiến răng ,v,động từ
27381,bruxism,nghiến răng  (lúc ngủ),n,danh từ
27382,bruxomania,nghiến răng (thói) (cả ban ngày),n,danh từ
27383,bryology,đài loại hoc (khoa học về rêu),n,danh từ
27384,bubonalgia,đau vùng bẹn,n,danh từ
27385,bubonic,"hạch viêm , hạch xoài ",a,tính từ
27386,bubono-,bẹn,pref.,tiền tố
27387,bubonocele,thoát vị bẹn mu,n,danh từ
27388,bubonulus,"hạch nhỏ, hạch nhỏ mu dương vật",n,danh từ
27389,bucardia,tim hình tim bò,n,danh từ
27390,bucca,má,n,danh từ
27391,buccally,hướng má,ad.,ad.
27392,buccinator,cơ mút,n,danh từ
27393,buccoaxial,má-trục  (răng),a,tính từ
27394,buccoclusion,cắn khớp phía má,n,danh từ
27395,buccodistal,xa miệng,a,tính từ
27396,buccoglossopharyngitis,viêm miệng-lưỡi-họng,n,danh từ
27397,buccolabial,má-môi,a,tính từ
27398,buccolingual,má-lưỡi,a,tính từ
27399,buccolingually,từ má hướng lưỡi ,ad.,ad.
27400,buccomesial,má-mặt gần (của răng),a,tính từ
27401,bucco-occlusal,má-mặt cắn (của răng),a,tính từ
27402,buccopharyngeal,"má-hầu , miệng-hầu ",a,tính từ
27403,buccoplacement,di lệch phía má,n,danh từ
27404,buccopulpal,thành má-tủy răng,a,tính từ
27405,buccoversion,lệch vị về hướng má  (răng),n,danh từ
27406,buckling,"gập , biến dạng ",n,danh từ
27407,bud,"chồi, nụ, búp ",n,danh từ
27408,budding,đâm chồi,n,danh từ
27409,buffer,chất đệm,n,danh từ
27410,buffering,tác dụng đệm,n,danh từ
27411,Bufo,Cóc (loại),n,danh từ
27412,bufotherapy,liệu pháp nọc cóc,n,danh từ
27413,bufotoxin,độc tố cóc,n,danh từ
27414,bug,rệp ,n,danh từ
27415,bulbar,hành ; hành tủy,n,danh từ
27416,bulbitis,viêm hành niệu đạo,n,danh từ
27417,bulbo-,hành,pref.,tiền tố
27418,bulboatrial,hành tim-tâm nhĩ,a,tính từ
27419,bulbocavernosus,hành-hang,a,tính từ
27420,bulboid,dạng hành,n,danh từ
27421,bulbopontine,hành tủy-cầu não,a,tính từ
27422,bulbospiral,hành động mạch chủ xoắn ốc,a,tính từ
27423,bulbospongiosus,cơ hành-hang,n,danh từ
27424,bulbourethral,hành- niệu đạo,a,tính từ
27425,bulbous,hành,a,tính từ
27426,bulbus,hành,n,danh từ
27427,bulesis,"ý chí, hành vi tự nguyện",n,danh từ
27428,bulkage,"thức ăn độn, chất xơ",n,danh từ
27429,bullneck,cổ bạnh,n,danh từ
27430,bullosis,sinh nốt bọng,n,danh từ
27431,bullous,bọng,a,tính từ
27432,bundle,bó,n,danh từ
27433,bundle branch,cành bó His,n,danh từ
27434,bunion,chai phồng ngón tay,n,danh từ
27435,bunionectomy,cắt bỏ chai phồng ngón chân cái,n,danh từ
27436,bunionette,chai phồng ngón chân út,n,danh từ
27437,bunodont,răng có núm tù,a,tính từ
27438,bunyavirus,bunyavirus ,n,danh từ
27439,bur,mũi khoan,n,danh từ
27440,burbulence,đầy hơi trướng khí,n,danh từ
27441,"buret,  burette",buret,n,danh từ
27442,burn,bỏng,n,danh từ
27443,burner,mỏ đèn,n,danh từ
27444,burnisher,miết bóng (cây) (RHM),n,danh từ
27445,burnishing,"đánh bóng, miết bóng ",n,danh từ
27446,bursa,"túi, túi thanh mạc ,bìu, nang, ổ",n,danh từ
27447,bursal,túi,a,tính từ
27448,bursectomy,cắt bỏ túi,n,danh từ
27449,bursitis,viêm bao hoạt dịch,n,danh từ
27450,bursolith,sỏi bao hoạt dịch,n,danh từ
27451,bursopathy,bệnh bao hoạt dịch,n,danh từ
27452,bursotomy,"rạch bao hoạt dịch , rạch nang ",n,danh từ
27453,burst,làm vỡ bọng,v,động từ
27454,butt,nối hai đầu,v,động từ
27455,butter,bơ,n,danh từ
27456,butterfat,"mỡ sữa, mỡ bơ",n,danh từ
27457,butterfly,hình bướm (tăm pông hay mảnh ghép) ; hình bướm (ban),n,danh từ
27458,buttock,mông,n,danh từ
27459,button,"mụn, cúc, núm ",n,danh từ
27460,buttonhole,lỗ khuy,n,danh từ
27461,butyraceous,bơ (có),a,tính từ
27462,butyroid,dạng bơ,a,tính từ
27463,butyrous,giống bơ,a,tính từ
27464,bypass,"nối tắt , bắt cầu , ngắt mạch, sun, chuyển đạo ",n,danh từ
27465,by-product,sản phẩm phụ,n,danh từ
27466,byssaceous,bằng sợi lanh,a,tính từ
27467,byssi-,bông,pref.,tiền tố
27468,byssinosis,bênh bụi bông phổi,n,danh từ
